#docid,title,description,type,status,expected_coverage,node_order
"RQT_SSY_PUSHVOD_0013_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0014_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0015_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0016_v1","5.1 req10","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0017_v1","5.3 req11","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0018_v1","5.4 req12","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0019_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0020_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0021_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0022_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0023_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0024_v1","2.1 req15","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0025_v1","2.1 req15","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0026_v1","2.2 req16","test",1,"F",3,2
"RQT_SSY_PUSHVOD_0027_v1","2.3 req17","test",1,"F",3,2
"RQT_SSY_AUTOREC_0001_v1","2.4 req18","test",1,"F",3,2
"RQT_SSY_AUTOREC_0002_v1","2.5 req19","test",1,"F",3,2
"RQT_SSY_AUTOREC_0003_v1","2.6 req20","test",1,"F",3,2
"RQT_SSY_AUTOREC_0004_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_AUTOREC_0005_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_AUTOREC_0006_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_AUTOREC_0007_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-AUTOREC_0001_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-AUTOREC_0002_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-AUTOREC_0003_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-AUTOREC_0004_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-AUTOREC_0005_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_AUTOREC_0008_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_AUTOREC_0009_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_AUTOREC_0010_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_AUTOREC_0011_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0001_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0002_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0003_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0004_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0005_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0006_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0007_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0008_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0009_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0010_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0011_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_IP-PVOD_0012_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_IP-STREAMING_0001_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_IP-STREAMING_0002_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_IP-STREAMING_0003_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_IP-STREAMING_0004_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_DLNA_0011_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_PROGRESSIVE-DLD_0001_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_PROGRESSIVE-DLD_0002_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_PROGRESSIVE-DLD_0003_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_PROGRESSIVE-DLD_0004_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0001_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0002_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0003_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0004_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0005_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0006_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0007_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0008_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0009_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DLNA_0010_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_BROWSER_0001_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_BROWSER_0002_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_BROWSER_0003_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_BROWSER_0004_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_BROWSER_0005_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_BROWSER_0006_v1","5.2.4 Banner","test",1,"F",3,2
"RQT_SSY_BROWSER_0007_v1","5.2.4 Banner","test",1,"F",3,2
"RQT_SSY_BROWSER_0008_v1","5.2.4 Banner","test",1,"F",3,2
"RQT_SSY_BROWSER_0009_v1","5.2.4 Banner","test",1,"F",3,2
"RQT_SSY_BROWSER_0010_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_BROWSER_0011_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_FLASH-PLAYER_0001_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_INSTALL_0001_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_INSTALL_0002_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_INSTALL_0003_v1","5.2.6  Info","test",1,"F",3,2
"RQT_SSY_INSTALL_0004_v1","5.2.6  Info","test",1,"F",3,2
"RQT_SSY_EASY-INSTALL_0001_v1","5.2.6  Info","test",1,"F",3,2
"RQT_SSY_EASY-INSTALL_0002_v1","5.2.6  Info","test",1,"F",3,2
"RQT_SSY_EASY-INSTALL_0003_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0001_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0002_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0003_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0004_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0005_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0006_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0007_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0008_v1","5.2.8 Remote","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0009_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0010_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_DB-SI_0001_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_DB-SI_0002_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_DB-SI_0003_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_DB-SI_0004_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_DB-SI_0005_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0011_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0012_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0013_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0014_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0015_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0016_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_DB-SI_0006_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_DB-SI_0007_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_DB-SI_0008_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_DB-SI_0009_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_DB-SI_0010_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_DB-SI_0011_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_DB-SI_0012_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0017_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0018_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_ADVANCED-INSTALL_0019_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_LNB-ALGORITHM_0001_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_LNB-ALGORITHM_0002_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_LNB-ALGORITHM_0003_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_LNB-ALGORITHM_0004_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_LNB-ALGORITHM_0005_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_LNB-ALGORITHM_0006_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_LNB-ALGORITHM_0007_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-INSTALL_0001_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-INSTALL_0002_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_TIME_0001_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0001_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-TIME_0001_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-TIME_0002_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_TIME_0002_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_TIME_0003_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_TIME_0004_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DLD_0001_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DLD_0002_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DLD_0003_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-IP_0001_v1","3.1 req3","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-IP_0002_v1","3.1.1 req4","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-IP_0003_v1","3.2 req5","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-IP_0004_v1","3.2.1 req6","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-IP_0005_v1","3.3 req7","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0001_v1","3.4 req8","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0002_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0002_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0003_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0003_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0004_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0004_v1","5.1 req10","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0005_v1","5.3 req11","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0006_v1","5.4 req12","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0007_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0008_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0005_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0009_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0010_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0006_v1","2.1 req15","test",1,"F",3,2
"RQT_SSY_MMI-BANNER_0005_v1","2.1 req15","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0011_v1","2.2 req16","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0007_v1","2.3 req17","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0012_v1","2.4 req18","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0008_v1","2.5 req19","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0013_v1","2.6 req20","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0009_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0014_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0010_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-GLOBAL_0009_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0011_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-DISPLAY_0015_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0012_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-STARTUP_0001_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0001_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0002_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0013_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0003_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0004_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0005_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0006_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0007_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0008_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0014_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0009_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0010_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0011_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0012_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0015_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0013_v1","5. ma1n ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0014_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0015_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-LANGUAGE_0016_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-AUDIO_0001_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-AUDIO_0002_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0016_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-AUDIO_0003_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-AUDIO_0004_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0017_v1","5.1. EPG ","test",1,"F",3,2
"RQT_SSY_MMI-STARTUP_0002_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-AUDIO_0005_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0018_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_MMI-STARTUP_0003_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-AUDIO_0006_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-SLEEP_0001_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0019_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_SLEEP-MODE_0001_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_SLEEP-MODE_0002_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_SLEEP-MODE_0003_v1","5.2.1 Channel","test",1,"F",3,2
"RQT_SSY_REC_0003_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0001_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0002_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0003_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0020_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0004_v1"," 5.2.3 Event ","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0005_v1","5.2.4 Banner","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0006_v1","5.2.4 Banner","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0021_v1","5.2.4 Banner","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0007_v1","5.2.4 Banner","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0008_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_REC_0004_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_MMI-SETTINGS-REC_0009_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0022_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0009_v1","5.2.5 Video","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0010_v1","5.2.6  Info","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0011_v1","5.2.6  Info","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0012_v1","5.2.6  Info","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0013_v1","5.2.6  Info","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0014_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0015_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0016_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0017_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0018_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0019_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0020_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0021_v1","5.2.7  Icon","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0022_v1","5.2.8 Remote","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0023_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0024_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0025_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_FAV-CHL_0026_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0001_v1","5.2.9 Series","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0002_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0003_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0004_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0005_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0006_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0023_v1","5.2.10 Based","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0007_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0008_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_PIN-CODE_0009_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_PARENTAL-RATING_0001_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_PARENTAL-RATING_0002_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_FRONT-PANEL_0001_v1","5.2.11 List ","test",1,"F",3,2
"RQT_SSY_FRONT-PANEL_0002_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_DEFAULT-PARAM_0024_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0001_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0002_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0003_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0004_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0005_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0006_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0007_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0008_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_CHL-LOCK_0009_v1","5.2.12 Conflicts","test",1,"F",3,2
"RQT_SSY_WATCHING-LIMIT_0001_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_WATCHING-LIMIT_0002_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_WATCHING-LIMIT_0003_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-IRDETO-STATUS_0001_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-IRDETO-STATUS_0002_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-IRDETO-STATUS_0003_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-HDD-SETTINGS_0001_v1","2.1 req1","test",1,"F",3,2
"RQT_SSY_MMI-POWER-CYCLE_0001_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-PURCHASE-LIST_0001_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-PURCHASE-LIST_0002_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-PURCHASE-LIST_0003_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-PURCHASE-LIST_0004_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-PURCHASE-LIST_0005_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-PURCHASE-LIST_0006_v1","2.2 req2","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0001_v1","3.1 req3","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0002_v1","3.1.1 req4","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0003_v1","3.2 req5","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0004_v1","3.2.1 req6","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0005_v1","3.3 req7","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0006_v1","3.4 req8","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0007_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0008_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0009_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_MMI-MAIL-LIST_0010_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_MMI-SERVICE-MENU_0001_v1","4.1 req9","test",1,"F",3,2
"RQT_SSY_MMI-SERVICE-MENU_0002_v1","5.1 req10","test",1,"F",3,2
"RQT_SSY_MMI-SERVICE-MENU_0003_v1","5.3 req11","test",1,"F",3,2
"RQT_SSY_MMI-FACTORY-SETTINGS_0001_v1","5.4 req12","test",1,"F",3,2
"RQT_SSY_MMI-FACTORY-SETTINGS_0002_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_MMI-FACTORY-SETTINGS_0003_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_MMI-FACTORY-SETTINGS_0004_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_MMI-FACTORY-SETTINGS_0005_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0001_v1","1.3 req14","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0002_v1","2.1 req15","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0003_v1","2.1 req15","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0004_v1","2.2 req16","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0005_v1","2.3 req17","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0006_v1","2.4 req18","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0007_v1","2.5 req19","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0008_v1","2.6 req20","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0009_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0010_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0011_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-RECORDING-LIST_0012_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-ALARM-LIST_0001_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-ALARM-LIST_0002_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-ALARM-LIST_0003_v1","2.7 req21","test",1,"F",3,2
"RQT_SSY_MMI-ALARM-LIST_0004_v1","2.7 req21","test",1,"F",3,2
